objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,u-g,g-r,,,my 20 (19),,,,
1237671939804561478,6162,301,3,133,70,3,258.1176797,64.03110215,19.85384,17.83365,16.8333,16.3806,16.09036,0.06186623,0.006521916,0.004604185,0.004374964,0.009035381,2.02019,1.00035,,,,,,,
1237671939804561482,6162,301,3,133,74,3,258.099136,64.03649104,20.68708,18.47406,17.39498,17.07143,16.70388,0.09027161,0.008408885,0.005261503,0.005432393,0.01084295,2.21302,1.07908,,,,,,,
1237671939804561508,6162,301,3,133,100,3,258.1138825,64.03400458,22.73868,20.48427,19.62609,19.20306,19.02213,0.4288285,0.02956334,0.01829041,0.01756614,0.05121598,2.25441,0.85818,,,,,,,
1237671939804562077,6162,301,3,133,669,3,258.0922128,64.01364232,21.41927,19.97426,19.13306,18.71763,18.43279,0.1792126,0.02103666,0.0147798,0.01487534,0.04144791,1.44501,0.8412,,,,,,,
1237671939804562078,6162,301,3,133,670,3,258.0997158,64.01525529,21.88551,19.83963,19.02906,18.64077,18.37165,0.2754089,0.02031192,0.01447096,0.01471725,0.04097871,2.04588,0.81057,,,,,,,
1237671939804562481,6162,301,3,133,1073,3,258.1347425,64.0127524,21.71534,21.88883,21.4893,21.49402,21.63373,0.3677034,0.1613396,0.1626428,0.2455821,1.028912,-0.17349,0.39953,,,,,,,
1237671939804562483,6162,301,3,133,1075,3,258.133563,64.02147793,24.92206,22.507,21.7131,21.68058,21.43528,1.046033,0.1231234,0.08403277,0.117832,0.3470914,2.41506,0.7939,,,,,,,
1237671939804562461,6162,301,3,133,1053,3,258.1213381,64.019511,24.41075,22.76416,22.37125,21.97876,22.21412,1.127989,0.1594412,0.1574549,0.1600773,0.6075096,1.64659,0.39291,,,,,,,
1237671939804561934,6162,301,3,133,526,3,258.1269464,64.01659919,19.70537,17.59886,16.67216,16.23647,15.89557,0.05979078,0.00570106,0.004174533,0.00408345,0.008411564,2.10651,0.9267,,,,,,,
1237671939804562129,6162,301,3,133,721,3,258.1123223,64.01636484,21.24467,20.11961,19.24438,18.91433,18.76683,0.1893907,0.02839604,0.01914074,0.02048208,0.06604666,1.12506,0.87523,,,,,,,
1237671939804562130,6162,301,3,133,722,3,258.111495,64.01400279,21.22783,19.53854,19.16092,18.90908,18.94933,0.2605043,0.02270461,0.0239827,0.02848935,0.1197617,1.68929,0.37762,,,,,,,
1237671939804562462,6162,301,3,133,1054,3,258.1245436,64.01364983,24.30807,21.78448,21.90428,21.65981,23.35842,2.307276,0.1354353,0.2151657,0.2598221,1.373779,2.52359,-0.1198,,,,,,,
1237671939804562556,6162,301,3,133,1148,3,258.1880947,64.02513646,22.66711,21.32035,20.16092,19.7071,19.28218,0.4258262,0.05171352,0.02728001,0.0264975,0.06852746,1.34676,1.15943,,,,,,,
1237671939804562491,6162,301,3,133,1083,3,258.1421035,64.02316916,25.45368,22.44264,20.65522,20.07704,19.6185,0.9516985,0.131653,0.03968647,0.03497643,0.08857778,3.01104,1.78742,,,,,,,
1237671939804562502,6162,301,3,133,1094,3,258.1490126,64.02348538,23.5175,20.91019,20.07496,19.70166,19.53518,1.013807,0.04352153,0.03047288,0.03222691,0.1296175,2.60731,0.83523,,,,,,,
1237671939804561568,6162,301,3,133,160,3,258.1757457,64.01647101,22.23261,25.11438,24.80202,24.3618,19.06362,0.2260457,0.7059384,0.6984819,0.6661879,0.05208898,-2.88177,0.31236,,,,,,,
1237671939804561567,6162,301,3,133,159,3,258.1810547,64.01884694,21.33672,19.59355,18.69633,18.26828,18.20362,0.1523925,0.01527406,0.01032813,0.01008694,0.03114234,1.74317,0.89722,,,,,,,
1237671939804562555,6162,301,3,133,1147,3,258.1911847,64.01678675,24.0081,21.67329,21.07135,20.73155,20.58194,1.095098,0.06916077,0.05748021,0.06220506,0.2091879,2.33481,0.60194,,,,,,,
1237671939804562148,6162,301,3,133,740,3,258.1761321,64.02471659,21.25859,20.39747,19.8231,19.44871,19.35258,0.1163759,0.02329694,0.01919074,0.01945643,0.06298951,0.86112,0.57437,,,,,,,
1237671939804562980,6162,301,3,133,1572,3,258.1818917,64.02242167,23.45878,23.99034,22.74806,21.73081,20.84456,0.7881197,0.4775283,0.2420522,0.1432412,0.2573947,-0.53156,1.24228,,,,,,,
1237671939804562144,6162,301,3,133,736,3,258.166421,64.0271303,21.80516,20.80821,20.4429,20.17735,20.29056,0.2712035,0.0429205,0.04484616,0.05242237,0.2241372,0.99695,0.36531,,,,,,,
1237671939804562486,6162,301,3,133,1078,3,258.1383871,64.02026677,22.74749,21.86778,21.11765,20.79284,20.50256,0.4862132,0.08743088,0.06465575,0.07070871,0.2117173,0.87971,0.75013,,,,,,,
1237671939804562484,6162,301,3,133,1076,3,258.1390906,64.01626171,22.88052,21.9138,20.59947,20.15313,19.85289,0.442799,0.07638171,0.03441893,0.03359068,0.09633692,0.96672,1.31433,,,,,,,
1237671939804562503,6162,301,3,133,1095,3,258.1491522,64.02118384,25.81261,21.20354,20.52704,20.25367,19.99484,0.785316,0.0485031,0.03799687,0.04294563,0.1317755,4.60907,0.6765,,,,,,,
1237671939804562508,6162,301,3,133,1100,3,258.1534578,64.01574011,22.6234,21.99352,21.49658,21.26585,21.57011,0.4947548,0.111493,0.09935801,0.1190757,0.5722275,0.62988,0.49694,,,,,,,
1237671939804627849,6162,301,3,134,905,3,258.2920633,64.09381989,22.99052,21.01836,20.23965,19.84814,20.2762,0.7841781,0.05311022,0.03993778,0.04122617,0.2333717,1.97216,0.77871,,,,,,,
1237671939804627857,6162,301,3,134,913,3,258.3050609,64.08682922,21.33555,20.6572,20.1045,19.91743,19.86243,0.1736921,0.03713001,0.03267217,0.03964422,0.1490396,0.67835,0.5527,,,,,,,
1237671939804627710,6162,301,3,134,766,3,258.300527,64.09755242,21.3704,20.98958,20.43478,20.29423,19.89888,0.1685628,0.04613798,0.04084907,0.05268119,0.1430018,0.38082,0.5548,,,,,,,
1237671939804628524,6162,301,3,134,1580,3,258.3161089,64.09334249,22.65119,22.67028,22.31977,22.14038,21.29991,0.4933223,0.184763,0.1996842,0.2608931,0.458705,-0.01909,0.35051,,,,,,,
1237671939804627262,6162,301,3,134,318,3,258.2728129,64.09122342,19.86349,17.65395,16.6936,16.23898,15.89568,0.07111396,0.005972654,0.004293768,0.004152257,0.008639769,2.20954,0.96035,,,,,,,
1237671939804627829,6162,301,3,134,885,3,258.2771426,64.08859281,22.97816,22.20369,21.96242,21.59199,21.58572,0.4780433,0.09571632,0.1064922,0.1110789,0.4038938,0.77447,0.24127,,,,,,,
1237671939804627836,6162,301,3,134,892,3,258.2812625,64.08561327,24.46627,22.84772,22.01958,21.31198,22.26478,1.181994,0.1754159,0.1225805,0.09461069,0.664351,1.61855,0.82814,,,,,,,
1237671939804627835,6162,301,3,134,891,3,258.2827085,64.08333235,24.32201,22.39341,20.68974,19.56991,19.10938,1.851863,0.1831867,0.05992223,0.0331434,0.08526581,1.9286,1.70367,,,,,,,
1237671939804628431,6162,301,3,134,1487,3,258.2741653,64.08696353,25.43992,23.62617,22.34999,20.73221,19.81576,2.121552,0.7444224,0.3730115,0.1301456,0.22844,1.81375,1.27618,,,,,,,
1237671939804627834,6162,301,3,134,890,3,258.2808088,64.08362357,23.26117,22.02752,20.06586,19.27088,18.81806,0.6656738,0.09136104,0.02513901,0.01862,0.04581376,1.23365,1.96166,,,,,,,
1237671939804627842,6162,301,3,134,898,3,258.2895612,64.07357495,23.96636,22.87386,21.84586,21.5021,21.22956,1.143549,0.2029734,0.1183071,0.1276493,0.3860132,1.0925,1.028,,,,,,,
1237671939804627859,6162,301,3,134,915,3,258.305579,64.08448536,21.70484,19.72615,19.11915,18.65536,20.11168,2.036431,0.1211409,0.1087341,0.1071453,1.667224,1.97869,0.607,,,,,,,
1237671939804627339,6162,301,3,134,395,3,258.3091334,64.0792901,24.95755,24.9848,24.39766,22.44505,22.05209,1.050259,0.6402984,0.6456673,0.2280182,0.5554398,-0.02725,0.58714,,,,,,,
1237671939804627319,6162,301,3,134,375,3,258.3064934,64.07833582,23.03792,22.26908,21.29138,20.8521,20.72873,0.5985326,0.1187242,0.07242261,0.07189707,0.2500294,0.76884,0.9777,,,,,,,
1237671939804627850,6162,301,3,134,906,3,258.2997486,64.07698853,22.44241,22.04049,21.10991,20.66913,20.90615,0.6426927,0.1672397,0.1081771,0.1072477,0.5286148,0.40192,0.93058,,,,,,,
1237671939804628539,6162,301,3,134,1595,3,258.2951444,64.08448183,22.41743,23.03985,22.59624,21.83742,22.35268,0.3616849,0.230087,0.2304836,0.167568,0.794147,-0.62242,0.44361,,,,,,,
1237671939804627008,6162,301,3,134,64,3,258.2904218,64.05037671,24.72074,22.87446,22.26527,21.85021,22.71978,1.218723,0.189147,0.1551424,0.1556531,0.7962259,1.84628,0.60919,,,,,,,
1237671939804626965,6162,301,3,134,21,3,258.2899287,64.05339467,21.09865,18.94639,18.0063,17.55757,17.259,0.1312776,0.01040972,0.007143794,0.006870465,0.01628138,2.15226,0.94009,,,,,,,
1237671939804626998,6162,301,3,134,54,3,258.2856003,64.06006347,23.09475,21.46779,21.1787,21.02748,21.45072,0.653473,0.06230981,0.06854408,0.1014763,0.4754858,1.62696,0.28909,,,,,,,
1237671939804626992,6162,301,3,134,48,3,258.2940888,64.05538862,24.04055,22.29596,21.58512,21.26072,20.98039,1.067591,0.113287,0.08570375,0.09214456,0.2833471,1.74459,0.71084,,,,,,,
1237671939804627832,6162,301,3,134,888,3,258.2852276,64.06946156,22.97839,22.9996,21.33256,20.64762,20.19217,0.4424835,0.1760581,0.05834057,0.04542821,0.1189861,-0.02121,1.66704,,,,,,,
1237671939804627607,6162,301,3,134,663,3,258.2916528,64.06773147,21.14459,19.18382,18.3134,17.93523,17.6181,0.2303998,0.01704399,0.01195623,0.01222722,0.03331422,1.96077,0.87042,,,,,,,
1237671939804626987,6162,301,3,134,43,3,258.2975651,64.05779415,23.5171,21.83673,21.188,20.77485,21.39621,0.8036036,0.07739106,0.06188005,0.06201381,0.404457,1.68037,0.64873,,,,,,,
1237671939804628538,6162,301,3,134,1594,3,258.2977857,64.06200458,26.93361,20.21845,19.48748,18.32631,26.47335,4.136427,0.2174718,0.1757747,0.0918016,0.8209547,6.71516,0.73097,,,,,,,
1237671939804627847,6162,301,3,134,903,3,258.2968713,64.07392857,23.03995,21.08009,20.25221,19.93376,20.19973,1.672335,0.1091992,0.07813709,0.08682972,0.4445606,1.95986,0.82788,,,,,,,
1237671939804627321,6162,301,3,134,377,3,258.3018568,64.07171746,24.80997,23.84103,22.90046,21.77476,22.43234,0.9880344,0.3407114,0.2151188,0.1142742,0.5776048,0.96894,0.94057,,,,,,,
1237671939804627845,6162,301,3,134,901,3,258.2968973,64.0692831,23.29231,22.16685,22.25274,21.43339,22.83559,1.221051,0.1767835,0.2778221,0.1956513,1.461934,1.12546,-0.08589,,,,,,,
1237671939804627308,6162,301,3,134,364,3,258.3134186,64.07329144,18.3631,16.29896,15.37289,14.93959,14.60695,0.0329973,0.003619564,0.002798713,0.002735283,0.005135565,2.06414,0.92607,,,,,,,
1237671939804627346,6162,301,3,134,402,3,258.3097466,64.06775955,24.29933,24.8325,24.41432,23.16936,22.90226,1.073305,0.6463221,0.6550587,0.4002102,0.711211,-0.53317,0.41818,,,,,,,
1237671939804562125,6162,301,3,133,717,3,258.0095621,64.07093947,21.40333,20.33726,19.76728,19.34628,19.14699,0.1611004,0.02564347,0.02168433,0.02160678,0.06455997,1.06607,0.56998,,,,,,,
1237671939804561863,6162,301,3,133,455,3,258.0255658,64.05389454,21.63069,19.73771,18.90109,18.54704,18.26544,0.2839233,0.02270226,0.01607254,0.01687914,0.0457438,1.89298,0.83662,,,,,,,
1237671939804561862,6162,301,3,133,454,3,258.0291986,64.05549085,19.40644,17.42016,16.49575,16.06045,15.74148,0.04744278,0.005157641,0.003851535,0.003764012,0.007569985,1.98628,0.92441,,,,,,,
1237671939804562341,6162,301,3,133,933,3,258.0093174,64.06218523,23.03706,22.02943,21.59533,21.37045,21.00169,0.6616308,0.1074414,0.1020818,0.123506,0.3346077,1.00763,0.4341,,,,,,,
1237671939804562350,6162,301,3,133,942,3,258.0170095,64.0620005,22.14872,20.81705,20.13435,19.78362,19.50263,0.3939664,0.04665856,0.03723717,0.04047151,0.128709,1.33167,0.6827,,,,,,,
1237671939804562355,6162,301,3,133,947,3,258.0253327,64.05942922,21.8752,21.41045,20.29415,19.90655,19.67337,0.3049847,0.0757474,0.04208705,0.04420053,0.1393919,0.46475,1.1163,,,,,,,
1237671939804562372,6162,301,3,133,964,3,258.0340904,64.06355269,22.3679,20.8356,20.36666,20.20111,20.06952,0.3767678,0.03912649,0.03655324,0.04562046,0.1546488,1.5323,0.46894,,,,,,,
1237671939804562292,6162,301,3,133,884,3,257.9621054,64.08103335,23.04864,20.72274,19.89263,19.42106,19.31065,0.758338,0.03861496,0.02746785,0.02674576,0.091643,2.3259,0.83011,,,,,,,
1237671939804562285,6162,301,3,133,877,3,257.9610493,64.06825113,22.88283,22.93891,22.52405,22.19275,21.24495,0.4739033,0.1880753,0.1827803,0.2024636,0.3268867,-0.05608,0.41486,,,,,,,
1237671939804561763,6162,301,3,133,355,3,257.9512291,64.07522607,20.16015,18.20453,17.28326,16.86312,16.55273,0.1049226,0.008988603,0.006275507,0.006211901,0.0151629,1.95562,0.92127,,,,,,,
1237671939804561817,6162,301,3,133,409,3,257.983495,64.07797743,24.53271,23.91946,21.24906,20.44962,20.05585,1.517992,0.5391942,0.07896813,0.05746175,0.1571822,0.61325,2.6704,,,,,,,
1237671939804561818,6162,301,3,133,410,3,257.9830195,64.07765586,24.60721,23.51788,23.29388,23.40937,22.00704,1.204118,0.3035654,0.3458611,0.5119785,0.5512039,1.08933,0.224,,,,,,,
1237671939804562298,6162,301,3,133,890,3,257.9700857,64.07178946,24.71458,23.84825,24.77132,22.35553,21.72919,1.065317,0.3589968,0.6433068,0.2027115,0.4124759,0.86633,-0.92307,,,,,,,
1237671939804562296,6162,301,3,133,888,3,257.9682838,64.0726772,22.31157,21.59797,20.88177,20.69259,21.08467,0.2858274,0.05943362,0.04414767,0.05370722,0.2807668,0.7136,0.7162,,,,,,,
1237671939804562297,6162,301,3,133,889,3,257.9664436,64.07418391,23.56855,22.84346,22.04931,21.76593,21.73307,1.042667,0.2239963,0.159193,0.1823916,0.6235992,0.72509,0.79415,,,,,,,
1237671939804562299,6162,301,3,133,891,3,257.9694398,64.07444269,23.56366,25.47673,25.23115,24.58878,20.54699,0.9422626,0.7509211,0.7999519,0.835894,0.2108719,-1.91307,0.24558,,,,,,,
1237671939804562948,6162,301,3,133,1540,3,257.9662391,64.07592787,24.87855,24.83583,22.80887,21.32011,20.70455,1.074484,0.6183447,0.2123245,0.08593101,0.1899182,0.04272,2.02696,,,,,,,
1237671939804562747,6162,301,3,133,1339,3,257.9779721,64.04812205,23.63644,23.0843,22.0728,21.31054,20.84207,1.011639,0.2585083,0.1481094,0.1117033,0.2828575,0.55214,1.0115,,,,,,,
1237671939804561812,6162,301,3,133,404,3,257.9904795,64.05571961,19.55955,17.59653,16.65616,16.21423,15.87636,0.05116375,0.005559822,0.004095064,0.004005413,0.008104419,1.96302,0.94037,,,,,,,
1237671939804561428,6162,301,3,133,20,3,257.9904777,64.05201434,24.06429,22.62849,21.91044,21.6424,21.4042,0.9962778,0.1381106,0.1011043,0.1172365,0.3458906,1.4358,0.71805,,,,,,,
1237671939804562284,6162,301,3,133,876,3,257.9637451,64.06192448,23.17772,21.96618,21.53171,21.13148,21.19948,0.7261835,0.09960508,0.09874692,0.1010007,0.4018216,1.21154,0.43447,,,,,,,
1237671939804562286,6162,301,3,133,878,3,257.9668969,64.06000603,25.88326,22.10864,21.48143,21.14972,20.73367,0.6906732,0.09580556,0.077315,0.0845598,0.2240257,3.77462,0.62721,,,,,,,
1237671939804562307,6162,301,3,133,899,3,257.9790974,64.05764414,22.09921,20.61478,19.3318,18.67091,18.24308,0.4400745,0.04603211,0.04609514,0.01864435,0.0471084,1.48443,1.28298,,,,,,,
1237671939804561427,6162,301,3,133,19,3,257.9800698,64.05191606,23.77623,23.69301,22.65537,21.443,21.31261,0.8725659,0.3375443,0.1955196,0.0996783,0.3263362,0.08322,1.03764,,,,,,,
1237671939804561426,6162,301,3,133,18,3,257.9828822,64.05042918,24.20254,23.81301,20.79654,19.86673,19.47327,1.192181,0.4166124,0.04516124,0.03241227,0.077902,0.38953,3.01647,,,,,,,
1237671939804561767,6162,301,3,133,359,3,257.9604896,64.06504677,25.42009,23.79719,22.84501,21.98535,21.65917,0.8701897,0.3686036,0.2336966,0.1602687,0.4280728,1.6229,0.95218,,,,,,,
1237671939804562749,6162,301,3,133,1341,3,257.9802375,64.06314394,24.48573,23.06298,22.11454,22.0644,21.38432,1.400697,0.2434358,0.1577559,0.2203607,0.4448572,1.42275,0.94844,,,,,,,
1237671939804562338,6162,301,3,133,930,3,258.0069102,64.05879471,24.55116,22.19836,21.59602,21.66743,21.20945,1.557779,0.1265174,0.1063799,0.1666833,0.4241339,2.3528,0.60234,,,,,,,
1237671939804562327,6162,301,3,133,919,3,257.9997122,64.05742458,23.34245,21.94827,21.24221,21.19041,21.35032,0.8381658,0.09832856,0.0737443,0.102286,0.4385656,1.39418,0.70606,,,,,,,
1237671939804562952,6162,301,3,133,1544,3,257.9913474,64.06592705,23.88228,24.19551,22.72704,21.62399,21.02219,0.8759903,0.4573914,0.1949576,0.1091052,0.243126,-0.31323,1.46847,,,,,,,
1237671939804628288,6162,301,3,134,1344,3,258.2653122,64.09300077,22.35947,23.24042,22.32255,21.6076,21.09956,0.3022836,0.240539,0.1530819,0.1167284,0.2885976,-0.88095,0.91787,,,,,,,
1237671939804561634,6162,301,3,133,226,3,258.2218887,64.10297205,24.63619,22.62391,22.21373,21.50903,21.12452,1.04081,0.129968,0.1221429,0.0933641,0.262252,2.01228,0.41018,,,,,,,
1237671939804562907,6162,301,3,133,1499,3,258.2171281,64.10381969,25.14133,22.71528,21.91244,21.89738,21.02869,1.327832,0.1923636,0.1361278,0.1939559,0.3524682,2.42605,0.80284,,,,,,,
1237671939804562634,6162,301,3,133,1226,3,258.2223729,64.08635136,25.20303,22.63993,21.83879,21.21597,20.76683,1.047189,0.1481807,0.1038904,0.08578939,0.2238301,2.5631,0.80114,,,,,,,
1237671939804562656,6162,301,3,133,1248,3,258.2341862,64.08990078,23.27679,22.33197,21.49929,21.02577,20.44444,0.6004988,0.1062591,0.07117628,0.06638813,0.155658,0.94482,0.83268,,,,,,,
1237671939804562017,6162,301,3,133,609,3,258.2172678,64.09224988,21.35255,19.62024,18.77431,18.35564,18.08303,0.1734631,0.01646515,0.0117147,0.01161339,0.0318211,1.73231,0.84593,,,,,,,
1237671939804562020,6162,301,3,133,612,3,258.2181163,64.09036261,23.09244,21.36243,20.93374,20.62531,21.55463,0.7100579,0.06040806,0.05983212,0.07069612,0.5472191,1.73001,0.42869,,,,,,,
1237671939804562664,6162,301,3,133,1256,3,258.2420345,64.0941403,22.67407,22.59287,22.12969,22.02101,21.46349,0.3850159,0.1354602,0.1269873,0.1648588,0.3801995,0.0812,0.46318,,,,,,,
1237671939804562663,6162,301,3,133,1255,3,258.2389757,64.09540759,24.03384,24.6274,22.21852,21.22843,21.00473,1.136272,0.6859581,0.157483,0.09601433,0.3052477,-0.59356,2.40888,,,,,,,
1237671768542545125,6122,301,4,130,1253,3,258.1619367,64.11649891,23.13356,21.2823,20.60305,20.26567,20.21631,0.7927791,0.05890112,0.04736842,0.05226818,0.2372249,1.85126,0.67925,,,,,,,
1237671939804561574,6162,301,3,133,166,3,258.1567903,64.1135331,24.6629,23.03005,22.53093,21.95898,21.81161,1.098429,0.1893409,0.1705682,0.1461186,0.4516526,1.63285,0.49912,,,,,,,
1237671939804562573,6162,301,3,133,1165,3,258.1636851,64.11370052,24.0238,22.40571,21.56982,21.34994,21.27098,1.162345,0.1311486,0.08983556,0.1242642,0.3771853,1.61809,0.83589,,,,,,,
1237671939804561598,6162,301,3,133,190,3,258.1716485,64.10324348,24.58593,22.62541,21.57785,21.18878,22.39889,1.331539,0.1621202,0.09155492,0.09342748,0.773039,1.96052,1.04756,,,,,,,
1237671939804562557,6162,301,3,133,1149,3,258.1572771,64.10377127,23.0623,22.72331,22.05041,21.50591,21.51135,0.5441226,0.1561779,0.1224182,0.1090682,0.4098271,0.33899,0.6729,,,,,,,
1237671939804562615,6162,301,3,133,1207,3,258.2023874,64.10540868,25.36168,22.28237,21.71156,21.84658,21.45051,1.094659,0.119808,0.1048178,0.1712258,0.4592275,3.07931,0.57081,,,,,,,
1237671939804562886,6162,301,3,133,1478,3,258.1931873,64.10816261,26.23646,25.72153,22.47166,21.31595,20.39394,0.4388818,0.5140179,0.1520481,0.07905903,0.1396233,0.51493,3.24987,,,,,,,
1237671939804562877,6162,301,3,133,1469,3,258.1812157,64.10428702,23.86459,23.29881,22.392,22.26531,22.1873,0.9818242,0.2660839,0.1685307,0.2169801,0.6432077,0.56578,0.90681,,,,,,,
1237671939804561509,6162,301,3,133,101,3,258.1673832,64.07827017,24.68676,20.70541,20.10236,20.23874,19.80754,1.120564,0.03213321,0.02574848,0.03811752,0.0960158,3.98135,0.60305,,,,,,,
1237671939804562619,6162,301,3,133,1211,3,258.2142485,64.08445897,23.34617,22.79967,22.26254,21.96685,22.90944,0.688075,0.1690443,0.1498791,0.1660727,0.7398635,0.5465,0.53713,,,,,,,
1237671939804561597,6162,301,3,133,189,3,258.1707342,64.09558236,24.60722,24.59211,23.94919,23.5595,22.13213,2.699504,0.8771099,0.8163031,0.8276415,1.087701,0.01511,0.64292,,,,,,,
1237671939804562563,6162,301,3,133,1155,3,258.1666214,64.09289288,21.9128,20.08259,19.24467,18.85285,18.5955,0.2778735,0.02270421,0.01614174,0.01644134,0.04770178,1.83021,0.83792,,,,,,,
1237671939804561501,6162,301,3,133,93,3,258.1853528,64.08283126,21.34404,19.47066,18.51005,18.07613,17.8302,0.1533543,0.01416935,0.009316727,0.009049706,0.02314012,1.87338,0.96061,,,,,,,
1237671939804562874,6162,301,3,133,1466,3,258.1837225,64.08532371,24.16158,22.96314,22.42054,22.2004,21.80248,1.241554,0.2125791,0.1890365,0.2200534,0.5559618,1.19844,0.5426,,,,,,,
1237671939804561599,6162,301,3,133,191,3,258.168098,64.0962171,24.79972,25.14941,24.53086,22.7728,22.85363,1.073373,0.6261324,0.6505329,0.2909742,0.6610511,-0.34969,0.61855,,,,,,,
1237671939804561594,6162,301,3,133,186,3,258.1799856,64.09993611,23.17208,17.78147,18.14459,17.11811,24.46218,5.202634,0.03284647,0.05043818,0.02401474,3.126089,5.39061,-0.36312,,,,,,,
1237671939804562022,6162,301,3,133,614,3,258.2146766,64.09336231,24.77401,23.4339,22.467,23.68651,22.08488,1.21081,0.300602,0.1868207,0.6257881,0.6131573,1.34011,0.9669,,,,,,,
1237671939804562021,6162,301,3,133,613,3,258.2119803,64.09318178,25.43505,22.30751,21.35272,21.00606,21.6383,1.220257,0.1438927,0.08963156,0.09510194,0.6085529,3.12754,0.95479,,,,,,,
1237671939804562099,6162,301,3,133,691,3,258.1996718,64.09082733,21.4014,19.89276,19.04428,18.64377,18.31848,0.1672658,0.01857622,0.01313294,0.0131118,0.03477279,1.50864,0.84848,,,,,,,
1237671939804562100,6162,301,3,133,692,3,258.1963552,64.09134262,24.0844,21.21515,20.47963,20.16216,20.09166,1.391405,0.05532457,0.04244106,0.04663164,0.1680096,2.86925,0.73552,,,,,,,
1237671939804561595,6162,301,3,133,187,3,258.1867043,64.10229261,23.66233,25.11458,21.07404,20.84664,20.16648,0.8067019,0.6912415,0.05210014,0.06067339,0.1256927,-1.45225,4.04054,,,,,,,
1237671939804562890,6162,301,3,133,1482,3,258.2045179,64.09602876,25.37703,24.74622,22.50771,23.47221,22.71451,0.8560792,0.5807198,0.162284,0.4674597,0.6365938,0.63081,2.23851,,,,,,,
1237671939804562594,6162,301,3,133,1186,3,258.1891793,64.10007976,22.34171,22.57157,21.66645,21.4752,21.07323,0.3607306,0.16791,0.120453,0.1340254,0.3732919,-0.22986,0.90512,,,,,,,
1237671768542545372,6122,301,4,130,1500,3,258.0444984,64.14079605,22.83668,23.70397,21.38711,20.25996,19.80063,0.6284132,0.4721384,0.0930477,0.05301154,0.1659495,-0.86729,2.31686,,,,,,,
1237671768542544246,6122,301,4,130,374,3,258.0429138,64.12842963,25.41876,22.78761,21.97072,20.68032,19.89227,1.035803,0.1795229,0.1264584,0.06292615,0.1518832,2.63115,0.81689,,,,,,,
1237671768542544245,6122,301,4,130,373,3,258.0386461,64.1293653,23.57755,21.91271,20.978,20.55438,20.06197,0.9495421,0.0892528,0.05678621,0.05923939,0.1776564,1.66484,0.93471,,,,,,,
1237671768542544956,6122,301,4,130,1084,3,258.0643548,64.1319697,22.69275,22.41934,21.8784,22.35902,22.40107,0.4302619,0.123051,0.1051462,0.2411414,0.8851983,0.27341,0.54094,,,,,,,
1237671768542545380,6122,301,4,130,1508,3,258.0581445,64.13739691,23.32581,23.69137,22.5663,23.18105,21.06156,0.6664493,0.3368042,0.1845784,0.4453863,0.3531919,-0.36556,1.12507,,,,,,,
1237671768542544922,6122,301,4,130,1050,3,258.0446555,64.13654861,23.357,21.40221,20.59868,20.19804,19.9163,0.8126439,0.05687582,0.04177608,0.04387254,0.1577303,1.95479,0.80353,,,,,,,
1237671768542544949,6122,301,4,130,1077,3,258.0600547,64.13485396,23.33106,22.67479,21.92959,20.9298,20.9504,0.8481306,0.1804635,0.1402911,0.08968168,0.417113,0.65627,0.7452,,,,,,,
1237671939804562418,6162,301,3,133,1010,3,258.0477404,64.10781822,23.09692,21.48907,21.323,21.00307,20.96642,0.6396651,0.06084039,0.07498609,0.0821235,0.3056345,1.60785,0.16607,,,,,,,
1237671768542545374,6122,301,4,130,1502,3,258.0571043,64.1088897,26.55548,23.47834,21.95399,21.3724,21.30358,0.6039196,0.4491344,0.1731114,0.1561556,0.696108,3.07714,1.52435,,,,,,,
1237671768542544268,6122,301,4,130,396,3,258.06988,64.11714657,23.56616,23.06307,23.07075,21.99144,22.41101,0.6865374,0.1759407,0.2257927,0.136131,0.7036956,0.50309,-0.00768,,,,,,,
1237671768542544910,6122,301,4,130,1038,3,258.0450055,64.1165179,22.159,21.58808,20.84645,20.65189,20.19411,0.2917439,0.06526737,0.0491716,0.06294775,0.1971702,0.57092,0.74163,,,,,,,
1237671768542544267,6122,301,4,130,395,3,258.0639667,64.1161807,20.2032,18.65379,18.26983,18.06306,17.8627,0.1269872,0.01326855,0.013944,0.01687103,0.06108952,1.54941,0.38396,,,,,,,
1237671768542545370,6122,301,4,130,1498,3,258.0538417,64.11181693,26.30314,24.82901,22.44873,21.57503,21.01566,0.4605365,0.6153354,0.1589753,0.1127559,0.328022,1.47413,2.38028,,,,,,,
1237671768542544540,6122,301,4,130,668,3,258.0687107,64.11241654,22.00015,22.2914,21.54781,21.5934,21.60337,0.2497714,0.1122612,0.08299908,0.1294421,0.5886862,-0.29125,0.74359,,,,,,,
1237671768542545574,6122,301,4,130,1702,3,258.1285265,64.11873806,23.21571,23.58656,22.72813,21.09315,20.88396,0.6718829,0.3312786,0.2280368,0.0981673,0.3338321,-0.37085,0.85843,,,,,,,
1237671768542545007,6122,301,4,130,1135,3,258.0969259,64.12685761,22.34822,20.54603,19.77987,19.30989,19.16504,0.4095437,0.03216719,0.02467934,0.02457542,0.09673741,1.80219,0.76616,,,,,,,
