objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,u-g,g-r,,,my 20 (19),,,,
1237671768542545006,6122,301,4,130,1134,3,258.1008853,64.12815987,21.6851,19.93079,19.187,18.8594,18.58546,0.2635059,0.02210463,0.01797061,0.01995442,0.07331365,1.75431,0.74379,,,,,,,
1237671768542545404,6122,301,4,130,1532,3,258.1087138,64.11497699,24.34976,23.53981,22.73382,22.76035,22.58088,1.081317,0.2761298,0.1898044,0.2851909,0.8158289,0.80995,0.80599,,,,,,,
1237671768542544987,6122,301,4,130,1115,3,258.0920972,64.11614054,22.37181,22.32462,21.64635,21.44132,20.31357,0.4447504,0.1524849,0.1309098,0.1728335,0.2816198,0.04719,0.67827,,,,,,,
1237671768542545396,6122,301,4,130,1524,3,258.0920606,64.12139244,26.41231,22.96488,22.25848,21.58113,21.01189,0.473477,0.2008644,0.1615201,0.1334504,0.3769442,3.44743,0.7064,,,,,,,
1237671768542545392,6122,301,4,130,1520,3,258.0866996,64.12045466,22.54692,23.28276,22.36186,22.11377,21.69295,0.335895,0.2294496,0.138494,0.1675686,0.5368967,-0.73584,0.9209,,,,,,,
1237671768542545397,6122,301,4,130,1525,3,258.0889849,64.13023211,24.69682,23.03688,21.81935,21.48667,21.27369,1.294762,0.211395,0.1053545,0.1211048,0.4584685,1.65994,1.21753,,,,,,,
1237671768542545379,6122,301,4,130,1507,3,258.0646941,64.1198809,25.80692,23.95813,22.53285,21.77612,20.91809,0.7170509,0.4153615,0.1775339,0.1405153,0.3163249,1.84879,1.42528,,,,,,,
1237671768542545378,6122,301,4,130,1506,3,258.0607112,64.12684476,23.65466,23.49981,22.75791,22.60899,22.21367,0.7785063,0.2698688,0.1930995,0.2546881,0.7145396,0.15485,0.7419,,,,,,,
1237671939804561500,6162,301,3,133,92,3,258.0853551,64.06477133,24.39392,23.22038,18.99692,19.36058,18.09577,1.085707,0.2285821,0.01118145,0.01844704,0.02319403,1.17354,4.22346,,,,,,,
1237671939804561471,6162,301,3,133,63,3,258.0660041,64.07257667,19.71658,17.58377,16.64898,16.19922,15.90152,0.05016625,0.005231494,0.003933497,0.003812487,0.007439288,2.13281,0.93479,,,,,,,
1237671939804561499,6162,301,3,133,91,3,258.128664,64.08476453,20.96644,18.86687,18.08221,17.69356,17.5133,0.1168099,0.009900302,0.007427229,0.007368356,0.01900529,2.09957,0.78466,,,,,,,
1237671939804563009,6162,301,3,133,1601,3,258.1039922,64.09022037,25.52588,23.99396,25.67047,23.02476,20.4825,0.7470111,0.379918,0.4565479,0.3281511,0.1500989,1.53192,-1.67651,,,,,,,
1237671939804562079,6162,301,3,133,671,3,258.0716004,64.08871683,21.69815,20.0406,19.25531,18.83188,18.57037,0.2118525,0.02099895,0.0154156,0.01532112,0.04343246,1.65755,0.78529,,,,,,,
1237671939804562823,6162,301,3,133,1415,3,258.0687287,64.09163841,24.5072,23.53512,22.28755,21.99273,21.46462,1.216958,0.3154725,0.1537261,0.1722462,0.4051874,0.97208,1.24757,,,,,,,
1237671939804561491,6162,301,3,133,83,3,258.1097797,64.08211975,21.05589,18.8184,17.84799,17.4003,17.11871,0.1178527,0.00911441,0.006221281,0.005945648,0.01355144,2.23749,0.97041,,,,,,,
1237671939804562433,6162,301,3,133,1025,3,258.0697644,64.07947052,24.73733,22.46079,21.54326,21.21227,20.61023,1.445628,0.1517178,0.09686321,0.1057204,0.2358642,2.27654,0.91753,,,,,,,
1237671939804562966,6162,301,3,133,1558,3,258.0663108,64.08026489,26.76739,22.44172,21.74644,20.87281,20.93295,0.8392203,0.3019803,0.2415208,0.1635941,0.6748859,4.32567,0.69528,,,,,,,
1237671939804561496,6162,301,3,133,88,3,258.0811516,64.07848141,21.33008,19.31363,18.31467,17.87795,17.57443,0.1375293,0.01207494,0.00793219,0.007659929,0.01770129,2.01645,0.99896,,,,,,,
1237671939804562445,6162,301,3,133,1037,3,258.0886679,64.08331727,22.18938,20.0135,19.17663,18.79164,18.62058,0.4225015,0.02558213,0.01816002,0.0184739,0.05797008,2.17588,0.83687,,,,,,,
1237671939804562479,6162,301,3,133,1071,3,258.1035903,64.09291371,23.81139,21.50584,21.25512,20.98924,20.35446,1.505094,0.08474655,0.101608,0.118804,0.2665053,2.30555,0.25072,,,,,,,
1237671939804562471,6162,301,3,133,1063,3,258.0969983,64.09831743,23.6686,21.66004,20.05083,19.21977,18.89937,0.812529,0.06192256,0.02299304,0.01676837,0.0444138,2.00856,1.60921,,,,,,,
1237671939804562444,6162,301,3,133,1036,3,258.0798344,64.10616692,21.73761,19.96164,19.14851,18.7304,18.42285,0.2674381,0.02333821,0.01673003,0.01668762,0.04554465,1.77597,0.81313,,,,,,,
1237671939804562831,6162,301,3,133,1423,3,258.0836508,64.10156117,25.04427,22.825,21.90652,21.77703,21.60305,1.372581,0.2089133,0.1359355,0.1768567,0.557501,2.21927,0.91848,,,,,,,
1237671939804561523,6162,301,3,133,115,3,258.1644686,64.07767303,23.5182,21.52802,20.98033,20.65587,20.64085,0.6945649,0.055757,0.04641277,0.04863781,0.1769177,1.99018,0.54769,,,,,,,
1237671939804561481,6162,301,3,133,73,3,258.157927,64.08875921,20.49239,18.46602,17.57934,17.12905,16.86995,0.07397253,0.007582201,0.005570982,0.005395194,0.01160764,2.02637,0.88668,,,,,,,
1237671939804562844,6162,301,3,133,1436,3,258.117111,64.09009766,27.63492,22.30247,21.36446,20.96785,21.72278,0.4110819,0.2778205,0.185048,0.1860511,1.375607,5.33245,0.93801,,,,,,,
1237671939804562505,6162,301,3,133,1097,3,258.1231369,64.08943686,22.52592,20.78039,20.39063,19.9759,19.96902,0.7728184,0.06217901,0.06475758,0.06589234,0.2578903,1.74553,0.38976,,,,,,,
1237671939804562519,6162,301,3,133,1111,3,258.1343669,64.090497,22.46348,21.87496,21.26852,20.88714,20.7752,0.3287613,0.07352278,0.06016811,0.06136766,0.2130007,0.58852,0.60644,,,,,,,
1237671939804561485,6162,301,3,133,77,3,258.1502171,64.08553735,20.88361,18.52987,17.63463,17.18554,16.90785,0.1044329,0.007956354,0.005781264,0.005576731,0.0122202,2.35374,0.89524,,,,,,,
1237671768542545619,6122,301,4,130,1747,3,258.1294974,64.11538661,21.65864,22.78107,21.19421,21.67186,20.94909,0.4717393,0.4618046,0.173183,0.4846707,1.079946,-1.12243,1.58686,,,,,,,
1237671939804561573,6162,301,3,133,165,3,258.1467905,64.11470922,23.32878,22.60419,21.50209,20.93608,20.56602,0.7234951,0.1473959,0.08065836,0.07071719,0.197826,0.72459,1.1021,,,,,,,
1237671939804561948,6162,301,3,133,540,3,258.1195762,64.10908254,18.59705,17.76956,17.47699,17.18064,17.12197,0.02384329,0.005790633,0.005766705,0.00604723,0.01644539,0.82749,0.29257,,,,,,,
1237671939804562499,6162,301,3,133,1091,3,258.1135778,64.11150039,24.08222,21.91313,21.46226,21.12896,20.44758,1.303302,0.09326805,0.09098017,0.0997093,0.2124738,2.16909,0.45087,,,,,,,
1237671939804562541,6162,301,3,133,1133,3,258.1363098,64.11207044,25.36977,21.4628,20.62842,20.24328,20.0799,1.043073,0.05731466,0.039669,0.04063259,0.1339338,3.90697,0.83438,,,,,,,
1237671939804561973,6162,301,3,133,565,3,258.150117,64.09912732,22.11217,20.15945,19.43453,19.0403,18.76208,0.3007493,0.02254246,0.017302,0.01751146,0.05011204,1.95272,0.72492,,,,,,,
1237671939804561965,6162,301,3,133,557,3,258.1380622,64.09575809,25.39551,20.42264,19.58257,19.20657,18.97715,1.102221,0.02707241,0.01848093,0.01867853,0.05473619,4.97287,0.84007,,,,,,,
1237671939804561964,6162,301,3,133,556,3,258.1419637,64.09718655,18.69307,17.84919,17.73399,17.48569,17.51472,0.02258424,0.005606221,0.006102856,0.006570334,0.02033922,0.84388,0.1152,,,,,,,
1237671939804562485,6162,301,3,133,1077,3,258.1095941,64.09340557,23.70106,22.34153,21.6958,21.70668,21.66451,1.065835,0.1370542,0.1130229,0.1673682,0.5879207,1.35953,0.64573,,,,,,,
1237671939804561946,6162,301,3,133,538,3,258.1211659,64.09653505,20.80324,18.97626,18.10119,17.68068,17.3371,0.1160909,0.01117278,0.007905812,0.007744734,0.01839074,1.82698,0.87507,,,,,,,
1237671939804562500,6162,301,3,133,1092,3,258.120833,64.09326051,25.33561,22.57719,22.40158,22.15136,23.17128,0.8787574,0.1275381,0.1508842,0.1732153,0.6192547,2.75842,0.17561,,,,,,,
1237671939804562495,6162,301,3,133,1087,3,258.1139232,64.0990389,22.91893,22.21934,22.02698,21.88696,22.84026,0.6731097,0.1379296,0.164678,0.2106679,1.022657,0.69959,0.19236,,,,,,,
1237671939804562518,6162,301,3,133,1110,3,258.1298221,64.09765548,26.27673,22.64124,22.32258,22.84719,21.8821,0.6438045,0.1898632,0.2019817,0.452762,0.6937111,3.63549,0.31866,,,,,,,
1237671768542544216,6122,301,4,130,344,3,257.980541,64.14175812,19.89911,18.37615,17.51081,17.08795,16.775,0.08734721,0.009626696,0.007317014,0.007454473,0.02208764,1.52296,0.86534,,,,,,,
1237671768542545339,6122,301,4,130,1467,3,257.9918511,64.14463582,25.90808,23.21839,22.51242,22.13581,20.89257,0.6209532,0.2245856,0.1664005,0.1805384,0.2927537,2.68969,0.70597,,,,,,,
1237671768542545540,6122,301,4,130,1668,3,257.9886886,64.14717939,23.27392,23.41759,23.06224,21.82922,21.41121,0.6630083,0.2732649,0.2789752,0.1459567,0.4643959,-0.14367,0.35535,,,,,,,
1237671768542544237,6122,301,4,130,365,3,258.0200114,64.14522574,19.57901,17.76373,16.88235,16.46446,16.16225,0.06203061,0.006529275,0.005018086,0.00495615,0.01245433,1.81528,0.88138,,,,,,,
1237671768542544239,6122,301,4,130,367,3,258.0286354,64.14219901,19.6608,17.98673,17.41494,16.97065,16.74574,0.0499794,0.006431109,0.0210136,0.005612716,0.01455422,1.67407,0.57179,,,,,,,
1237671768542544875,6122,301,4,130,1003,3,258.0169999,64.1419885,23.73154,22.80486,22.62306,22.77068,22.2283,0.7672001,0.1451139,0.1635213,0.2738869,0.6736422,0.92668,0.1818,,,,,,,
1237671768542544838,6122,301,4,130,966,3,257.9963154,64.14170227,24.22253,22.99233,22.09969,22.03224,21.86681,0.9832752,0.1753591,0.1057554,0.148394,0.5602759,1.2302,0.89264,,,,,,,
1237671768542544837,6122,301,4,130,965,3,257.9950037,64.14061226,22.28431,20.66748,19.8981,19.4552,19.58028,0.5865487,0.0506741,0.04117277,0.04194935,0.2138981,1.61683,0.76938,,,,,,,
1237671768542544836,6122,301,4,130,964,3,257.9981834,64.1397249,21.39875,19.88986,19.21819,18.91101,18.63614,0.2534078,0.02603316,0.02166034,0.02466956,0.084158,1.50889,0.67167,,,,,,,
1237671768542545338,6122,301,4,130,1466,3,257.9913025,64.13604068,24.96294,23.72408,22.38371,21.40108,21.23161,1.30077,0.3987973,0.1775186,0.1154133,0.4677,1.23886,1.34037,,,,,,,
1237671768542544865,6122,301,4,130,993,3,258.0098992,64.13932003,23.64752,23.74916,22.60265,21.88659,22.14841,0.7664092,0.3252145,0.1698624,0.1355525,0.6745275,-0.10164,1.14651,,,,,,,
1237671768542544799,6122,301,4,130,927,3,257.9809446,64.12194341,21.23408,20.0831,19.68246,19.39082,18.96328,0.1877086,0.02543039,0.02753609,0.03348025,0.09512033,1.15098,0.40064,,,,,,,
1237671768542545360,6122,301,4,130,1488,3,258.0354102,64.12475685,24.80724,24.64867,22.30969,20.98234,20.07224,1.142219,0.5985982,0.1405333,0.06790841,0.147576,0.15857,2.33898,,,,,,,
1237671768542543952,6122,301,4,130,80,3,258.0189805,64.12159971,24.51094,24.99467,25.24941,22.79918,23.4447,1.190451,0.6736078,0.6369324,0.3283989,0.7926446,-0.48373,-0.25474,,,,,,,
1237671768542543954,6122,301,4,130,82,3,258.0122933,64.11502277,24.90063,23.97421,23.7022,22.59568,22.7391,1.002064,0.3795013,0.4041961,0.2373087,0.785333,0.92642,0.27201,,,,,,,
1237671768542543946,6122,301,4,130,74,3,258.0148265,64.11632375,24.49774,23.59731,22.4798,21.81443,23.19212,1.120703,0.3019255,0.1620387,0.1359892,0.81087,0.90043,1.11751,,,,,,,
1237671768542544862,6122,301,4,130,990,3,258.0184573,64.11277605,23.69974,24.62862,22.89774,21.29539,22.30359,0.8780231,0.6179253,0.2339251,0.08990529,0.8155696,-0.92888,1.73088,,,,,,,
1237671768542543956,6122,301,4,130,84,3,257.9973837,64.12236476,23.86178,25.15644,24.42161,22.65536,22.46517,1.055681,0.7649018,0.8268647,0.3091326,0.9951879,-1.29466,0.73483,,,,,,,
1237671768542543941,6122,301,4,130,69,3,257.9935497,64.12043668,23.90319,22.55871,21.4731,21.18887,20.47331,0.9277815,0.1275492,0.06899451,0.08200644,0.2047902,1.34448,1.08561,,,,,,,
1237671768542543942,6122,301,4,130,70,3,258.0088543,64.12935312,24.28682,21.92609,21.27806,20.93679,22.00731,1.191354,0.08018818,0.06510537,0.07210045,0.7437709,2.36073,0.64803,,,,,,,
1237671768542543938,6122,301,4,130,66,3,258.0138508,64.1232142,24.63465,23.64077,21.51935,20.73038,22.82689,1.045793,0.3321947,0.06819868,0.05023618,0.7755605,0.99388,2.12142,,,,,,,
1237671768542543953,6122,301,4,130,81,3,258.0108004,64.12648757,25.18119,24.72113,24.68165,22.58074,23.97017,1.003021,0.6096075,0.6564583,0.2676625,0.5480378,0.46006,0.03948,,,,,,,
1237671768542543947,6122,301,4,130,75,3,258.0221323,64.12391709,23.47948,25.18145,24.11865,22.10255,22.08739,0.6937841,0.6041915,0.5213268,0.1677181,0.6705864,-1.70197,1.0628,,,,,,,
1237671768542543943,6122,301,4,130,71,3,258.0224462,64.12578347,24.32772,24.50583,22.35169,21.44412,22.12986,1.01747,0.5201875,0.1338477,0.09069392,0.6675309,-0.17811,2.15414,,,,,,,
1237671768542544811,6122,301,4,130,939,3,257.9850698,64.13385075,22.28022,20.14752,19.28014,18.89829,18.71421,0.4207803,0.02604317,0.01835175,0.01929734,0.07093122,2.1327,0.86738,,,,,,,
1237671768542545539,6122,301,4,130,1667,3,257.9903035,64.12890026,26.01983,23.49486,23.03505,22.18122,22.25088,0.5454408,0.2682507,0.2438647,0.1777492,0.7175745,2.52497,0.45981,,,,,,,
1237671939804561879,6162,301,3,133,471,3,258.0391384,64.06640276,20.62337,19.01636,18.10757,17.71852,17.42937,0.1001742,0.0116951,0.008075494,0.008078651,0.02010643,1.60701,0.90879,,,,,,,
1237671939804561880,6162,301,3,133,472,3,258.0450822,64.06606937,24.32967,22.71788,21.12364,20.65059,20.33583,0.9997848,0.1397874,0.04848766,0.04572821,0.1297292,1.61179,1.59424,,,,,,,
1237671939804563026,6162,301,3,133,1618,3,258.0560139,64.07220145,21.25694,26.49202,22.546,20.16457,21.88204,0.4879043,1.574237,0.8650054,0.1503189,2.523373,-5.23508,3.94602,,,,,,,
1237671939804562385,6162,301,3,133,977,3,258.0340838,64.07528664,22.81371,21.7046,20.96657,20.6092,20.39286,0.5124942,0.07472813,0.05626963,0.06021909,0.1893345,1.10911,0.73803,,,,,,,
1237671939804561892,6162,301,3,133,484,3,258.047339,64.07199236,24.0986,20.1825,19.63042,19.20312,19.40381,3.249625,0.0474019,0.04415709,0.04459772,0.2111589,3.9161,0.55208,,,,,,,
1237671939804561891,6162,301,3,133,483,3,258.0483123,64.07296209,21.93319,21.46792,20.83274,20.72446,20.40917,0.2200685,0.05752981,0.04573737,0.05938681,0.1696186,0.46527,0.63518,,,,,,,
1237671939804561894,6162,301,3,133,486,3,258.0451102,64.07103662,21.90253,21.88239,21.34235,21.62206,21.2754,0.1926982,0.0774866,0.06521009,0.1182019,0.308889,0.02014,0.54004,,,,,,,
1237671939804561890,6162,301,3,133,482,3,258.043342,64.07031408,21.09824,19.0564,18.15462,17.73128,17.40137,0.1343638,0.0112874,0.0078523,0.007685175,0.01798533,2.04184,0.90178,,,,,,,
1237671939804562075,6162,301,3,133,667,3,258.0432453,64.10238957,21.87744,20.01464,19.1762,18.78424,18.55005,0.2845736,0.02291161,0.01615953,0.01628071,0.0475606,1.8628,0.83844,,,,,,,
1237671939804561897,6162,301,3,133,489,3,258.0334743,64.09738313,19.9445,18.11538,17.24741,16.83212,16.52064,0.06488913,0.007188361,0.005291835,0.005189254,0.01161347,1.82912,0.86797,,,,,,,
1237671939804562411,6162,301,3,133,1003,3,258.0487836,64.09528108,25.42744,22.33096,20.7117,19.82662,19.38513,1.018716,0.1231329,0.04346387,0.02978024,0.07665982,3.09648,1.61926,,,,,,,
1237671939804562379,6162,301,3,133,971,3,258.0212571,64.09698673,24.07009,21.76297,21.07576,20.98021,20.40124,1.47934,0.09270142,0.07422362,0.1008796,0.2376089,2.30712,0.68721,,,,,,,
1237671939804562406,6162,301,3,133,998,3,258.0442619,64.09126467,24.81314,21.58071,20.69556,20.30512,20.44992,1.541575,0.07479043,0.05034773,0.05253819,0.2320545,3.23243,0.88515,,,,,,,
1237671939804562395,6162,301,3,133,987,3,258.0387541,64.08795512,22.3414,21.98943,21.5381,21.35523,21.56249,0.3657994,0.1009095,0.09585227,0.118976,0.5221359,0.35197,0.45133,,,,,,,
1237671939804561876,6162,301,3,133,468,3,258.0270879,64.08900215,20.48564,18.81302,17.91183,17.4824,17.17163,0.08547954,0.009962434,0.007010646,0.006839408,0.01601118,1.67262,0.90119,,,,,,,
1237671939804562405,6162,301,3,133,997,3,258.0434915,64.09249901,22.3237,21.31194,20.10527,19.60759,19.15604,0.3598967,0.05662675,0.0291968,0.02755906,0.07051342,1.01176,1.20667,,,,,,,
1237671939804562302,6162,301,3,133,894,3,257.96517,64.08646525,24.68397,22.93414,22.10374,21.2832,22.31946,1.052662,0.1692177,0.1117325,0.07966329,0.5737157,1.74983,0.8304,,,,,,,
1237671939804561816,6162,301,3,133,408,3,257.9801213,64.07931109,20.84968,18.89751,17.98728,17.57244,17.31767,0.1072271,0.01002745,0.007047761,0.00693847,0.01662731,1.95217,0.91023,,,,,,,
1237671939804562326,6162,301,3,133,918,3,257.9914454,64.07913859,23.00624,21.50177,20.87476,20.5177,20.13625,0.7079149,0.07241555,0.06062714,0.06753382,0.1825808,1.50447,0.62701,,,,,,,
1237671939804561832,6162,301,3,133,424,3,257.9916105,64.09273527,22.76271,21.6903,21.0847,20.72988,20.69498,0.3953581,0.06107268,0.0488608,0.0514286,0.1883348,1.07241,0.6056,,,,,,,
1237671939804561830,6162,301,3,133,422,3,257.9918715,64.08915099,18.85739,16.83767,15.92575,15.47749,15.12584,0.03455662,0.004136099,0.003252046,0.003161851,0.005716679,2.01972,0.91192,,,,,,,
1237671939804561831,6162,301,3,133,423,3,257.9871031,64.08474983,20.37625,19.17316,18.84232,18.62476,18.68751,0.1111117,0.01585524,0.01689644,0.0206719,0.08386812,1.20309,0.33084,,,,,,,
1237671939804562316,6162,301,3,133,908,3,257.9755998,64.08474695,25.34402,24.97024,22.48726,21.91694,21.82664,0.817342,0.5853356,0.1501058,0.1322899,0.4223525,0.37378,2.48298,,,,,,,
1237671939804562315,6162,301,3,133,907,3,257.9758157,64.08321374,22.73014,21.72817,20.71554,20.46775,20.04764,0.4804562,0.0764205,0.04572567,0.05327749,0.1534011,1.00197,1.01263,,,,,,,
1237671939804563023,6162,301,3,133,1615,3,258.0112167,64.09023748,24.25805,23.80723,23.00612,21.69072,21.54778,1.429284,0.486452,0.3515547,0.1631777,0.5466946,0.45082,0.80111,,,,,,,
1237671939804562346,6162,301,3,133,938,3,258.007956,64.0755831,23.2383,22.03825,21.73753,21.2626,22.24453,0.6414431,0.08801232,0.0938107,0.08955523,0.6362655,1.20005,0.30072,,,,,,,
1237671939804562371,6162,301,3,133,963,3,258.0279377,64.07794118,22.83705,21.63128,20.91442,20.57565,20.19128,0.4437432,0.06167889,0.04580643,0.04868054,0.13072,1.20577,0.71686,,,,,,,
1237671939804562076,6162,301,3,133,668,3,258.0530819,64.08207489,21.21487,19.46928,18.69085,18.32275,18.1463,0.1832841,0.01649351,0.01243031,0.01293606,0.03952264,1.74559,0.77843,,,,,,,
1237671939804562400,6162,301,3,133,992,3,258.0455028,64.0830557,25.23433,22.0606,21.10995,20.59117,20.69947,1.327333,0.1104994,0.0701392,0.06534409,0.277076,3.17373,0.95065,,,,,,,
1237671939804562386,6162,301,3,133,978,3,258.0336337,64.0815486,23.62669,21.64089,21.06423,20.87317,20.53443,1.119317,0.08058194,0.07135871,0.08916394,0.2533884,1.9858,0.57666,,,,,,,
1237671939804562362,6162,301,3,133,954,3,258.0173894,64.08682368,23.99676,21.45782,20.22326,19.77779,19.50305,0.9534926,0.05170752,0.02556725,0.024777,0.07047389,2.53894,1.23456,,,,,,,
1237671939804562278,6162,301,3,133,870,3,257.9485412,64.08888126,24.4069,22.73849,22.65762,22.21255,22.65214,1.039737,0.1434902,0.1805622,0.180929,0.634321,1.66841,0.08087,,,,,,,
1237671939804562294,6162,301,3,133,886,3,257.9585263,64.09324148,24.73417,22.16908,21.42778,21.08842,20.9324,1.418692,0.1126402,0.08411518,0.09304421,0.3076351,2.56509,0.7413,,,,,,,
1237671939804562312,6162,301,3,133,904,3,257.9668508,64.09863166,27.10412,21.10674,20.30416,19.83478,19.6909,0.3877359,0.06051631,0.0434701,0.04229266,0.1571142,5.99738,0.80258,,,,,,,
1237671939804562317,6162,301,3,133,909,3,257.9714716,64.09698532,26.28882,21.45283,20.58509,20.22268,19.84017,1.072384,0.1064661,0.07213547,0.07826202,0.2205974,4.83599,0.86774,,,,,,,
1237671939804562301,6162,301,3,133,893,3,257.9588839,64.10107177,22.59185,22.23547,22.0713,21.34604,20.6484,0.4929282,0.1327576,0.1630623,0.1266689,0.2671101,0.35638,0.16417,,,,,,,
1237671939804562274,6162,301,3,133,866,3,257.9427053,64.09830749,22.14132,21.37783,20.70844,20.3822,20.19786,0.3524351,0.0668153,0.0542972,0.06007729,0.1996498,0.76349,0.66939,,,,,,,
1237671939804562287,6162,301,3,133,879,3,257.9536622,64.09452598,22.12202,21.28701,21.30349,20.86076,20.73955,0.2144344,0.04127049,0.05324221,0.05170799,0.1742563,0.83501,-0.01648,,,,,,,
1237671939804562807,6162,301,3,133,1399,3,258.0327431,64.10549899,25.25136,23.20584,22.45642,22.22691,21.81444,1.028484,0.2356337,0.1730511,0.2033971,0.4977453,2.04552,0.74942,,,,,,,
1237671768542544812,6122,301,4,130,940,3,257.9925288,64.11279833,23.5095,22.90421,22.62638,21.77755,21.60336,0.6850943,0.1599407,0.1661905,0.1212017,0.4771911,0.60529,0.27783,,,,,,,
1237671768542545330,6122,301,4,130,1458,3,257.9942553,64.11024532,23.75561,23.29268,22.41052,22.67031,21.85661,0.7938802,0.2222056,0.1386354,0.2615869,0.5724847,0.46293,0.88216,,,,,,,
1237671768542544789,6122,301,4,130,917,3,257.9758257,64.11452525,22.53642,20.58336,19.73491,19.41858,19.02007,0.4786241,0.03350095,0.02360011,0.02635647,0.08275458,1.95306,0.84845,,,,,,,
1237671768542544803,6122,301,4,130,931,3,257.9884476,64.10925813,23.95709,22.5587,21.31461,22.83447,21.92596,2.870588,0.3480073,0.1763699,1.044303,2.019726,1.39839,1.24409,,,,,,,
1237671768542545321,6122,301,4,130,1449,3,257.9799918,64.1096142,23.21838,23.468,22.37889,22.33465,21.78297,0.6986186,0.3227036,0.173965,0.256887,0.7091854,-0.24962,1.08911,,,,,,,
1237671939804627287,6162,301,3,134,343,3,258.2886422,64.0987527,21.56806,19.40719,18.59274,18.17607,17.93467,0.2285602,0.01482901,0.01088381,0.01083465,0.03042166,2.16087,0.81445,,,,,,,
1237671939804627830,6162,301,3,134,886,3,258.2721131,64.10115237,24.15678,22.77895,23.23106,23.33064,22.30203,1.195638,0.1777226,0.3718841,0.5535419,0.743129,1.37783,-0.45211,,,,,,,
1237671939804627870,6162,301,3,134,926,3,258.3097799,64.10388647,22.4662,22.26836,21.62152,21.53031,20.75828,0.3890985,0.121859,0.1006087,0.1345402,0.2692475,0.19784,0.64684,,,,,,,
1237671939804627831,6162,301,3,134,887,3,258.270759,64.10604606,23.46832,22.0641,21.03527,20.43249,20.21648,0.717791,0.08761622,0.05071487,0.04296017,0.1384459,1.40422,1.02883,,,,,,,
1237671939804627288,6162,301,3,134,344,3,258.2879986,64.10069728,24.07253,22.40333,21.80327,21.37684,21.91537,1.060496,0.1185587,0.09935112,0.09712294,0.5455285,1.6692,0.60006,,,,,,,
1237671768542609854,6122,301,4,131,446,3,258.2728688,64.12862472,22.76933,21.17543,20.34156,20.08723,19.95764,0.6551163,0.05751323,0.04078818,0.04877666,0.2017161,1.5939,0.83387,,,,,,,
1237671939804627265,6162,301,3,134,321,3,258.2657224,64.117118,18.47112,16.47559,15.53158,15.08851,14.74372,0.02857237,0.003546358,0.002782618,0.002732409,0.00483278,1.99553,0.94401,,,,,,,
1237671939804627855,6162,301,3,134,911,3,258.2870757,64.12441038,22.54852,22.23929,21.50111,21.92018,21.71673,0.6745858,0.2219833,0.1453921,0.3053729,0.9425114,0.30923,0.73818,,,,,,,
1237671768542609853,6122,301,4,131,445,3,258.2767186,64.12828935,22.26865,19.70593,18.94934,18.57286,18.35546,0.490307,0.02022611,0.01578591,0.01644904,0.05784192,2.56272,0.75659,,,,,,,
1237671768542609855,6122,301,4,131,447,3,258.2782931,64.12705146,22.10862,21.51037,20.41893,20.12752,20.09514,0.3950718,0.08173387,0.05138518,0.0624362,0.2539439,0.59825,1.09144,,,,,,,
1237671768542610111,6122,301,4,131,703,3,258.2709689,64.12513494,26.33569,22.91127,23.79422,24.0021,21.46825,0.5007293,0.1790725,0.4897662,0.6935301,0.506142,3.42442,-0.88295,,,,,,,
1237671939804628310,6162,301,3,134,1366,3,258.3057768,64.12065227,22.65882,23.05908,22.12544,21.94677,21.50288,0.4802603,0.252824,0.1590192,0.1961627,0.5050805,-0.40026,0.93364,,,,,,,
1237671939804628300,6162,301,3,134,1356,3,258.2804348,64.1112904,25.74559,23.23696,21.90684,20.98731,20.51822,0.7350244,0.2394852,0.1059076,0.06830494,0.1792293,2.50863,1.33012,,,,,,,
1237671939804628298,6162,301,3,134,1354,3,258.2775255,64.11312527,23.15907,23.04679,22.19171,21.68981,21.30177,0.567283,0.1988955,0.1333527,0.1226422,0.3357256,0.11228,0.85508,,,,,,,
1237671939804627869,6162,301,3,134,925,3,258.3045594,64.1119785,24.14595,22.14463,21.41414,21.15124,21.1418,1.497374,0.1277521,0.09815928,0.1160222,0.4401897,2.00132,0.73049,,,,,,,
1237671768542609423,6122,301,4,131,15,3,258.2562095,64.14266757,23.63305,16.33992,16.05074,15.47179,22.21859,7.151516,0.01417288,0.007516485,0.009021531,7.178302,7.29313,0.28918,,,,,,,
1237671768542609434,6122,301,4,131,26,3,258.248531,64.14786272,23.35156,25.51698,25.26715,22.48985,22.09939,0.9400315,0.8099035,0.8834763,0.3463672,1.061562,-2.16542,0.24983,,,,,,,
1237671768542610734,6122,301,4,131,1326,3,258.2699888,64.13433645,22.93449,23.55745,21.92948,21.69534,23.14288,0.5750616,0.3410748,0.1221586,0.1586675,1.020105,-0.62296,1.62797,,,,,,,
1237671939804627824,6162,301,3,134,880,3,258.2672125,64.09614795,25.12544,22.57054,21.50068,21.18757,21.19555,1.218711,0.1520476,0.08684817,0.09694907,0.3673881,2.5549,1.06986,,,,,,,
1237671939804627788,6162,301,3,134,844,3,258.2430332,64.1092104,23.43826,21.1415,20.39648,20.10665,19.93155,0.825844,0.04642546,0.03439741,0.03779053,0.126712,2.29676,0.74502,,,,,,,
1237671939804627805,6162,301,3,134,861,3,258.2488847,64.11191038,23.36567,22.34876,21.59457,21.45646,21.52243,0.9539917,0.1553435,0.1125731,0.1445611,0.5837938,1.01691,0.75419,,,,,,,
