objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237663785283682954,4263,301,6,307,650,3,28.71328617,0.985902369,24.43111,21.90896,20.38957,19.7055,19.33979,1.552287,0.1258885,0.04890373,0.04181051,0.1020936
1237663785283682940,4263,301,6,307,636,3,28.70855138,0.970542942,24.02946,23.02647,21.03586,20.3779,20.12019,0.8333563,0.2118474,0.05465069,0.04815751,0.1295579
1237663785283682939,4263,301,6,307,635,3,28.70984017,0.971288548,25.66884,21.27887,19.31343,18.62825,18.28577,1.181099,0.080533,0.02229349,0.01895686,0.04530929
1237663785283682941,4263,301,6,307,637,3,28.71070736,0.970628787,23.77159,22.21701,21.14268,20.74943,20.51274,0.8758595,0.1242177,0.07140615,0.07906875,0.2144944
1237663785283683198,4263,301,6,307,894,3,28.73615271,1.025522891,24.55473,23.26665,21.79425,21.11103,20.57802,0.9769104,0.2591151,0.1068718,0.09260143,0.199885
1237663785283683179,4263,301,6,307,875,3,28.71786162,1.013696693,24.69726,23.42358,22.24931,22.12931,21.6172,1.114231,0.3347367,0.1822255,0.2584084,0.5227977
1237663785283682956,4263,301,6,307,652,3,28.71646734,1.026205016,22.20399,21.85161,21.25436,21.21542,20.90549,0.2370659,0.08183366,0.07155117,0.1086216,0.2758079
1237663785283683195,4263,301,6,307,891,3,28.7328911,1.017632571,24.26517,23.11658,22.31196,21.6541,20.75671,1.032203,0.2584699,0.1912013,0.1690509,0.261147
1237663785283683285,4263,301,6,307,981,3,28.72984174,1.022577562,24.87897,24.72662,23.22291,22.05447,21.31097,0.8679043,0.6407934,0.3458811,0.2042092,0.3495016
1237663785283683189,4263,301,6,307,885,3,28.72794809,1.024023229,22.66246,23.32864,21.90236,21.48211,21.39581,0.3347076,0.2776618,0.1205325,0.1302795,0.3934343
1237663785283682976,4263,301,6,307,672,3,28.72550356,1.025256762,22.56928,21.90897,21.32647,21.16895,20.6171,0.2613903,0.07137524,0.06243989,0.08518285,0.178526
1237663785283682882,4263,301,6,307,578,3,28.68924132,1.001380408,22.4468,22.1032,21.47623,20.58281,20.20969,0.342233,0.1167413,0.102009,0.07090381,0.1714414
1237663785283682926,4263,301,6,307,622,3,28.70586232,0.993147926,23.50317,22.85395,22.22338,22.17063,21.32152,0.5518895,0.1640671,0.1391595,0.2102496,0.3285787
1237663785283682475,4263,301,6,307,171,3,28.71424249,0.992431298,19.96719,19.67238,19.27291,18.94602,18.59603,0.040324,0.01432466,0.01357274,0.01500061,0.03415909
1237663785283682944,4263,301,6,307,640,3,28.7122353,0.995538822,23.61711,22.41096,21.15218,20.1073,19.50926,0.8471078,0.1550174,0.07470846,0.0464327,0.09246968
1237663785283682951,4263,301,6,307,647,3,28.7136322,0.999549701,26.30291,22.96939,21.93382,21.59953,21.69915,0.4479214,0.2348936,0.1403156,0.1656507,0.56859
1237663785283683269,4263,301,6,307,965,3,28.70875833,1.001490267,23.49015,23.82399,22.61048,21.85531,22.58732,0.6449504,0.4279334,0.2302414,0.1880124,0.7928131
1237663785283683264,4263,301,6,307,960,3,28.70307265,1.002037491,25.52859,23.57296,22.73305,22.13881,21.8957,0.6242167,0.3056072,0.2197566,0.2097702,0.5113516
1237663785283682933,4263,301,6,307,629,3,28.70981065,1.004356275,23.53814,22.69163,21.72706,21.04688,20.43643,0.5297801,0.1355831,0.08528158,0.07457622,0.1493668
1237663785283748364,4263,301,6,308,524,3,28.80735337,0.944348387,23.82036,22.91191,23.71111,22.88225,23.37877,0.6731409,0.1709917,0.4685363,0.37163,0.6095011
1237663785283748322,4263,301,6,308,482,3,28.79195145,0.943161916,23.50432,22.8437,21.81979,21.50867,21.37568,0.7635882,0.2112481,0.1321594,0.1517017,0.4480417
1237663785283683010,4263,301,6,307,706,3,28.73995678,0.935318098,25.29091,23.20369,23.17387,21.63431,21.09218,0.7160867,0.2187093,0.3067459,0.128634,0.265522
1237663785283747866,4263,301,6,308,26,3,28.76059113,0.942808582,25.06055,24.95066,24.31661,22.40812,23.1272,0.6337379,0.5248004,0.5408609,0.2124915,0.5574188
1237663785283747862,4263,301,6,308,22,3,28.75788624,0.938410776,24.4719,23.95082,22.37515,22.22946,22.41776,0.809755,0.3866173,0.1535934,0.209104,0.624948
1237663785283747861,4263,301,6,308,21,3,28.75825896,0.938189606,24.64606,22.93354,22.95211,21.69969,23.23957,0.8411907,0.1756306,0.2577713,0.1355836,0.6312895
1237663785283748224,4263,301,6,308,384,3,28.75387634,0.928470177,24.67416,22.55516,22.11226,21.64117,23.59857,1.276711,0.1799279,0.1790207,0.1836139,0.7606269
1237663785283748225,4263,301,6,308,385,3,28.75407235,0.93229383,22.7578,21.54457,20.61324,20.46739,20.28087,0.4427645,0.07350133,0.04837993,0.06439509,0.1880898
1237663785283682972,4263,301,6,307,668,3,28.72475517,0.94006402,22.13882,21.75686,20.68868,20.38675,20.18385,0.2264229,0.08546399,0.04410648,0.05208611,0.1472176
1237663785283683190,4263,301,6,307,886,3,28.72829722,0.938249583,23.03912,23.17682,21.36201,22.06973,23.35884,1.227414,0.6710591,0.2404626,0.574896,1.801543
1237678617430393102,7717,301,1,521,270,3,28.74489519,1.080174277,24.68937,22.57711,24.49002,23.64063,22.78399,0.7867168,0.1114308,0.5490361,0.4770386,0.542949
1237678617430393839,7717,301,1,521,1007,3,28.73368981,1.083441083,23.91617,23.3501,21.98377,21.52847,21.08738,1.047203,0.3497964,0.1563862,0.1681939,0.379081
1237678617430393838,7717,301,1,521,1006,3,28.73213792,1.069628735,23.77698,23.49294,22.25853,22.35745,21.6177,0.8280023,0.3208957,0.1608983,0.2632308,0.4719296
1237663785283748644,4263,301,6,308,804,3,28.80521512,0.991754068,25.78604,23.31977,21.93653,21.00687,20.59687,0.5046345,0.2320541,0.1060464,0.07357972,0.1819216
1237663785283748877,4263,301,6,308,1037,3,28.81063849,0.987043083,23.47369,24.0765,22.30952,23.50235,21.96819,0.7867047,0.6102369,0.2143224,0.8341985,0.7500182
1237663785283748334,4263,301,6,308,494,3,28.79593615,0.975569745,23.61531,23.01495,22.71181,21.77102,21.7163,0.5822692,0.1890737,0.2063498,0.1422009,0.4333563
1237663785283748785,4263,301,6,308,945,3,28.80880245,0.973770646,23.45412,24.13284,22.29805,21.50918,20.48264,0.8692394,0.6843916,0.2313289,0.1750117,0.2451672
1237678617430458865,7717,301,1,522,497,3,28.82548524,1.036965697,21.97187,21.55152,20.68493,20.33586,20.14803,0.2643506,0.07929713,0.05453995,0.06083166,0.1824521
1237663785283748646,4263,301,6,308,806,3,28.80583501,1.013663242,26.27984,22.90644,21.76877,20.77935,19.96053,0.5840387,0.26506,0.1479872,0.09516425,0.1588327
1237663785283748278,4263,301,6,308,438,3,28.77386628,1.006968087,23.12718,22.67159,21.67059,21.03985,20.83073,0.4177321,0.1366646,0.08502249,0.07620068,0.2167016
1237663785283748282,4263,301,6,308,442,3,28.77669379,1.022763212,23.54178,22.98324,22.14654,21.84271,22.59796,0.5164979,0.1643761,0.1184269,0.1433381,0.6124313
1237678617430393666,7717,301,1,521,834,3,28.76361943,1.033181514,22.70062,22.37059,21.5002,21.54141,22.66698,0.348112,0.1178721,0.08002708,0.1240752,0.7346147
1237663785283748311,4263,301,6,308,471,3,28.78574011,1.020729519,23.80361,23.62359,22.23394,22.34694,21.2191,0.8868642,0.3907725,0.1779698,0.3025679,0.3748161
1237663785283748773,4263,301,6,308,933,3,28.79428758,0.994677318,24.22651,25.31336,23.28526,21.55362,21.11588,1.119963,0.8237815,0.4600644,0.1595712,0.365652
1237663785283748772,4263,301,6,308,932,3,28.78993929,0.99835625,25.74779,25.06716,22.90338,21.59653,20.62045,0.6876098,0.7852957,0.3149643,0.1564393,0.2267467
1237663785283748368,4263,301,6,308,528,3,28.80939845,0.992888381,22.51805,22.80087,22.25711,22.21385,21.49508,0.3339951,0.2039994,0.1872137,0.2800384,0.4934692
1237663785283748641,4263,301,6,308,801,3,28.80284862,1.006346444,23.4341,23.13981,21.68678,20.40715,19.63854,0.6941648,0.2596501,0.1114356,0.05525076,0.09617598
1237663785283748345,4263,301,6,308,505,3,28.80015343,1.007092606,22.41005,21.16796,20.19862,19.79975,19.41292,0.2881709,0.04632499,0.02997019,0.03181044,0.0762104
1237663785283748363,4263,301,6,308,523,3,28.80724172,1.005057429,24.81418,22.239,21.3676,21.02227,20.10697,1.781078,0.1860081,0.1300019,0.1470585,0.2240756
1237663785283748348,4263,301,6,308,508,3,28.80112145,1.002564079,22.57318,22.403,21.79357,21.70554,20.79903,0.3553044,0.1431547,0.1244316,0.179405,0.2735822
1237663785283748365,4263,301,6,308,525,3,28.80887375,0.99556292,22.833,23.11675,22.7781,21.86882,21.20628,0.2837566,0.1725659,0.1925215,0.1383679,0.2614122
1237663785283748630,4263,301,6,308,790,3,28.79371366,0.998548166,25.43352,23.48372,22.13415,21.98259,22.41341,0.9138932,0.3677426,0.1747623,0.2354373,0.8612777
1237663785283748776,4263,301,6,308,936,3,28.79805165,1.008336958,23.60013,24.61939,22.52257,21.26251,20.81916,0.9280975,0.8788866,0.2786795,0.1416321,0.326438
1237663785283748621,4263,301,6,308,781,3,28.78984936,1.012407413,25.91433,23.78835,22.54027,22.02939,21.4659,0.4688182,0.3521916,0.1861481,0.1878837,0.3750048
1237663785283748619,4263,301,6,308,779,3,28.78795239,1.013286446,25.85641,23.21733,21.81506,21.41357,21.9953,0.8396276,0.3502198,0.1553847,0.1659795,0.8268943
1237663785283748623,4263,301,6,308,783,3,28.79044428,1.004470735,25.7807,23.49682,21.84735,21.01086,20.54483,0.5876115,0.3083933,0.1132681,0.08475269,0.1944517
1237663785283748320,4263,301,6,308,480,3,28.79033614,1.009086519,21.75552,20.93804,20.54731,20.35676,20.0388,0.2525625,0.0562839,0.0589825,0.07609273,0.1987719
1237678617430458843,7717,301,1,522,475,3,28.81546663,1.074854402,25.8126,22.1489,20.93483,20.13163,19.86743,0.798445,0.127788,0.0676221,0.04917742,0.1378206
1237678617430459335,7717,301,1,522,967,3,28.81044395,1.05292689,24.23896,23.58245,23.11586,21.70787,20.94128,0.9554519,0.3135118,0.3026378,0.1367371,0.2454167
1237678617430459129,7717,301,1,522,761,3,28.81042387,1.057037223,24.85599,25.50998,22.2267,21.45904,20.77243,0.941698,0.5951739,0.1384912,0.1058496,0.2053796
1237678617430459130,7717,301,1,522,762,3,28.81209395,1.044142467,23.19725,23.93768,21.99396,21.02431,20.96921,0.6666388,0.5262418,0.149346,0.09630828,0.3269361
1237678617430458817,7717,301,1,522,449,3,28.79580625,1.055445717,23.50096,23.0154,22.45288,22.3995,21.64628,0.606438,0.185746,0.1623427,0.2263335,0.4004025
1237678617430393066,7717,301,1,521,234,3,28.76548848,1.088661258,24.98645,22.01053,24.6042,24.44678,23.53055,0.9511304,0.08747433,0.7342997,0.7723086,0.5868896
1237678617430393081,7717,301,1,521,249,3,28.76229093,1.08746676,24.75805,22.11495,24.98743,24.77504,22.67824,1.014081,0.09736656,0.7452745,0.7328442,0.7267492
1237678617430459091,7717,301,1,522,723,3,28.78869209,1.089896735,22.8558,23.16371,22.53165,22.2213,22.12175,0.3176544,0.1807673,0.1457194,0.1621235,0.4504311
1237678617430393881,7717,301,1,521,1049,3,28.76246148,1.042023492,22.57361,22.68687,21.22808,20.59412,20.28404,0.4256522,0.2121491,0.08600914,0.07872751,0.207133
1237678617430459303,7717,301,1,522,935,3,28.76904745,1.049624431,25.07093,24.76489,22.83458,21.08875,20.7488,1.182001,0.8475038,0.3196907,0.1062115,0.2813737
1237678617430393087,7717,301,1,521,255,3,28.75014654,1.082620945,24.37473,22.26194,25.40878,24.59479,22.52852,0.9320771,0.1027476,0.6003573,0.7103928,0.6595216
1237678617430393879,7717,301,1,521,1047,3,28.7604871,1.041865606,25.50571,23.83782,22.25151,21.21851,20.67038,0.7477314,0.3909669,0.1510508,0.09051662,0.2032721
1237678617430393662,7717,301,1,521,830,3,28.75972787,1.044012075,24.61973,22.02118,20.35954,19.40459,19.0482,1.389998,0.117116,0.04048599,0.02727879,0.06906538
1237678617430393100,7717,301,1,521,268,3,28.75265861,1.083581633,25.32783,22.23508,23.88665,25.12205,21.92617,0.8084965,0.1051494,0.5418674,0.6104237,0.5351335
1237678617430393882,7717,301,1,521,1050,3,28.76434548,1.084301396,23.42211,22.94694,22.0039,21.3704,20.71654,0.8734936,0.2757194,0.1739053,0.1542418,0.3065502
1237678617430458785,7717,301,1,522,417,3,28.77814917,1.047898812,23.07863,22.63361,22.56337,22.08542,22.17373,0.4242278,0.1296928,0.1739692,0.1685865,0.5362998
1237678617430458796,7717,301,1,522,428,3,28.78208926,1.053626875,23.18307,22.62865,21.89851,21.98214,22.02736,0.4254125,0.1153532,0.08601306,0.1326697,0.4297007
1237678617430459308,7717,301,1,522,940,3,28.77896708,1.069847993,23.83282,23.9457,22.47414,20.5611,19.74016,1.081312,0.5821714,0.2499822,0.07103752,0.1247751
1237678617430458773,7717,301,1,522,405,3,28.77063149,1.06749247,23.65763,22.26601,21.42303,21.18546,21.26393,0.7648906,0.1156912,0.0797065,0.09643773,0.358252
1237678617430458875,7717,301,1,522,507,3,28.83427761,1.04342859,23.29147,22.97329,22.19905,21.77984,21.33557,0.5082508,0.1681018,0.1242851,0.1302003,0.2993759
1237678617430458871,7717,301,1,522,503,3,28.83055031,1.056052117,22.92172,21.65543,20.02301,19.33557,18.87288,0.5264931,0.07932378,0.02851604,0.02354523,0.05383772
1237678617430458877,7717,301,1,522,509,3,28.83560502,1.051238128,22.39454,21.84371,21.1795,20.91079,20.84331,0.2683781,0.07186957,0.05734093,0.06646881,0.221954
1237678617430458886,7717,301,1,522,518,3,28.83787045,1.045451246,22.74249,22.47427,21.33685,20.98428,20.35074,0.3798819,0.132013,0.07123575,0.07842682,0.1612125
1237663785283748662,4263,301,6,308,822,3,28.82284395,0.992617093,25.05377,23.72501,22.44301,22.97439,22.63275,0.7750567,0.3214344,0.1656144,0.3956203,0.6679271
1237663785283748864,4263,301,6,308,1024,3,28.83473544,1.012238117,23.5404,26.2659,25.14526,24.37472,20.27263,0.9260731,0.6212798,1.115304,1.229787,0.2117357
1237663785283748677,4263,301,6,308,837,3,28.84613782,0.989839929,23.13194,23.11243,22.10052,21.94856,21.97043,0.5268336,0.2432822,0.1555488,0.2082913,0.6448592
1237663785283748674,4263,301,6,308,834,3,28.84101349,0.991197572,23.99039,23.57696,22.44405,21.71836,21.15671,0.6834624,0.2720389,0.1584266,0.1306078,0.2742087
1237663785283747930,4263,301,6,308,90,3,28.83697127,0.983460957,24.5592,25.96815,24.56738,22.28268,22.66151,1.827954,0.9871095,1.545114,0.441872,1.340042
1237663785283747925,4263,301,6,308,85,3,28.83215242,0.985568873,24.63464,17.9522,12.10786,15.82027,22.82691,1.356019,0.02457338,0.001228171,0.01516625,1.036984
1237663785283747927,4263,301,6,308,87,3,28.83281863,0.982646593,24.63464,23.87452,22.43386,20.93661,22.82691,0.8539563,0.373494,0.1711945,0.07110429,0.6901986
1237663785283748437,4263,301,6,308,597,3,28.84166326,0.983368355,21.64722,20.97221,20.40544,20.055,20.15461,0.2810334,0.06949896,0.06620497,0.07230216,0.2702859
1237663785283748439,4263,301,6,308,599,3,28.84332248,1.02539656,23.64487,22.32231,21.72761,21.23945,20.97391,0.5536354,0.0955045,0.08445449,0.08603577,0.232886
1237663785283748675,4263,301,6,308,835,3,28.84219827,1.023253143,23.54521,22.64965,21.19281,20.25854,20.0239,0.8710991,0.2011811,0.08486567,0.05737726,0.1613866
1237678617430458490,7717,301,1,522,122,3,28.84250819,1.037351361,20.16039,18.88888,18.23257,17.88764,17.62514,0.06224111,0.01076262,0.008708104,0.009373709,0.02309302
1237678617430459168,7717,301,1,522,800,3,28.84332798,1.030998582,23.48225,23.79399,22.9113,22.25997,22.21807,0.5360627,0.2927065,0.2088206,0.1733266,0.4825563
1237663785283748455,4263,301,6,308,615,3,28.84943072,1.022901941,21.20292,20.58808,19.93281,19.61156,19.54531,0.2619454,0.07030319,0.05928076,0.06761107,0.21912
1237678617430458890,7717,301,1,522,522,3,28.83995896,1.032013934,22.85769,21.74158,20.52081,20.03034,19.61146,0.429201,0.07251833,0.03746238,0.03606408,0.08841273
1237663785283748810,4263,301,6,308,970,3,28.84631127,1.02478254,23.36338,23.36443,21.9705,21.39595,21.92196,0.8304945,0.4029319,0.180524,0.1662793,0.8164737
1237663785283748448,4263,301,6,308,608,3,28.8464043,0.98324954,23.51871,22.32633,21.03477,20.52836,20.08508,0.5185446,0.09555078,0.04745996,0.0466974,0.1105353
1237663785283748436,4263,301,6,308,596,3,28.84085355,0.976578311,24.781,23.09081,22.13056,22.39459,21.02168,0.9867186,0.2243056,0.1500225,0.2873903,0.2972099
1237663785283747931,4263,301,6,308,91,3,28.83286768,0.990364728,25.38803,25.67208,24.73179,22.32488,22.57919,0.7814823,0.6245622,0.8374735,0.2522278,0.7282736
1237663785283747932,4263,301,6,308,92,3,28.83856935,0.989988577,24.97033,26.24194,22.763,23.1717,22.75322,0.9869275,0.4681921,0.2645623,0.5688881,0.8083467
1237663785283748063,4263,301,6,308,223,3,28.85047483,0.988337376,21.59111,19.43497,18.21929,17.72677,17.40347,0.2187764,0.01713196,0.009672912,0.009321233,0.02138306
1237663785283748672,4263,301,6,308,832,3,28.8354848,1.00990131,24.29107,24.03018,22.21641,20.87171,20.48787,1.114656,0.5393584,0.1838014,0.08543759,0.211046
1237663785283748673,4263,301,6,308,833,3,28.83877418,1.005737009,23.17848,24.07756,22.73934,21.95628,21.64413,0.4095215,0.3966603,0.205892,0.1617696,0.3995652
1237663785283748807,4263,301,6,308,967,3,28.83466538,1.015080149,23.26133,23.39953,23.18997,22.0531,21.76231,0.4881422,0.2665489,0.3339147,0.1972979,0.4796882
1237663785283748421,4263,301,6,308,581,3,28.83153313,1.011716548,23.18202,22.63099,21.78698,20.87278,20.37006,0.661077,0.2004087,0.1408436,0.09401491,0.2137105
1237663785283748438,4263,301,6,308,598,3,28.84203237,1.007470839,22.5439,21.5597,20.99886,20.62397,20.67178,0.4598647,0.08824032,0.08103061,0.0884532,0.3195067
1237663785283748866,4263,301,6,308,1026,3,28.83907775,1.015686848,23.9331,25.22555,24.19011,24.04535,20.58347,0.800581,0.6770293,0.682565,0.815396,0.1928918
1237663785283748676,4263,301,6,308,836,3,28.84509104,1.000317482,24.34695,23.25755,22.28207,22.8214,22.02197,1.052347,0.2819043,0.1844922,0.4469201,0.677527
1237663785283748404,4263,301,6,308,564,3,28.82635194,1.002819524,22.90043,20.84893,20.26951,20.00603,20.76636,1.209211,0.0901423,0.08146609,0.09891684,0.6808791
1237663785283748402,4263,301,6,308,562,3,28.82467409,1.008786437,23.73886,22.84157,22.15242,22.27232,21.68256,0.68923,0.1719004,0.1406762,0.2427204,0.4680499
1237663785283748168,4263,301,6,308,328,3,28.8340433,1.025373795,22.06199,25.62528,23.89433,24.52123,23.50987,0.1941631,0.6037415,0.5756552,0.8280777,0.6195347
1237663785283748431,4263,301,6,308,591,3,28.8389446,1.021151089,23.29561,22.24094,20.61754,19.98779,19.8288,0.6037713,0.1195236,0.04375111,0.03857358,0.1155096
1237678617430458679,7717,301,1,522,311,3,28.8273482,1.032070975,21.7455,20.72362,20.21819,19.99207,19.86177,0.1933891,0.03708404,0.03392641,0.04134717,0.1291139
1237663785283748796,4263,301,6,308,956,3,28.82410886,0.96651699,24.70557,22.96956,22.79094,21.77891,21.1278,1.008254,0.2052825,0.2648038,0.1708607,0.3248034
1237663785283748865,4263,301,6,308,1025,3,28.83517888,0.966241704,24.42531,24.92094,23.81992,24.22244,20.47928,1.035309,0.7441977,0.6207741,0.9338619,0.1965421
1237663785283748400,4263,301,6,308,560,3,28.82425776,0.97854691,22.79781,21.59194,20.99826,20.89738,20.2984,0.3931904,0.06439444,0.05715914,0.07946658,0.1629044
1237663785283748659,4263,301,6,308,819,3,28.82052104,0.980197995,23.03722,22.47299,21.90372,21.711,21.8916,0.7461038,0.2285752,0.2001539,0.2369213,0.8963521
1237663785283747929,4263,301,6,308,89,3,28.82755662,0.980957981,25.10148,25.17549,22.55119,22.65443,22.36315,0.8393483,0.6559505,0.1978426,0.3335981,0.6700829
1237663785283748392,4263,301,6,308,552,3,28.82050997,0.9904557,22.06678,21.77666,21.32392,21.42084,22.77629,0.2367292,0.08450085,0.08466842,0.1411881,0.9202282
1237663785283748393,4263,301,6,308,553,3,28.82160391,0.946594308,22.14671,21.29959,21.10443,20.75731,20.13136,0.5808998,0.1266125,0.1581421,0.1767957,0.3560951
1237663785283748881,4263,301,6,308,1041,3,28.81693349,0.964426619,18.62331,18.77115,21.04613,19.3723,27.79653,0.2542402,0.117621,1.555506,0.502494,0.4519399
1237678617430459161,7717,301,1,522,793,3,28.83924922,1.043907484,22.19934,23.37764,22.01733,22.26885,21.65288,0.2290847,0.2645773,0.1216247,0.2270644,0.4442054
1237678617430459413,7717,301,1,522,1045,3,28.83422679,1.053620004,24.2989,26.09466,25.83748,25.92002,20.81191,0.8914509,0.4091555,0.4386155,0.2976985,0.2008728
1237678617430459351,7717,301,1,522,983,3,28.83003683,1.049800114,23.78683,24.35448,23.53754,21.77608,20.90672,0.8510603,0.5995605,0.4849719,0.174123,0.2760835
1237678617430459150,7717,301,1,522,782,3,28.82848089,1.0415533,22.25875,22.55078,21.70153,21.92755,21.35573,0.4048128,0.2305923,0.1602196,0.2985919,0.6195223
1237678617430458777,7717,301,1,522,409,3,28.77201724,1.073031264,24.06969,22.16753,20.63795,20.10774,19.65064,1.081804,0.1177814,0.04499836,0.04223638,0.1018442
1237678617430458778,7717,301,1,522,410,3,28.77198566,1.070796707,22.87112,22.50302,22.13406,21.85852,22.32581,0.3512125,0.1141589,0.1160356,0.1341744,0.5545909
1237678617430458638,7717,301,1,522,270,3,28.77461481,1.078654878,20.80927,19.94589,19.41996,19.08036,19.03063,0.08809785,0.02008596,0.01774042,0.0194505,0.0625688
1237678617430459405,7717,301,1,522,1037,3,28.78348007,1.063258516,26.70696,25.80244,25.53179,25.70861,20.49541,0.3036745,0.6197415,0.6748053,0.4549554,0.190576
1237678617430459312,7717,301,1,522,944,3,28.78154302,1.076928617,24.29338,25.06171,22.88843,21.91057,21.07112,0.9401305,0.6661072,0.250698,0.1626903,0.2760979
1237678617430459093,7717,301,1,522,725,3,28.78856253,1.069970155,22.50804,26.18777,21.52874,20.7853,20.61739,0.6057771,0.9772125,0.1695421,0.1369017,0.4220605
1237678617430458799,7717,301,1,522,431,3,28.78673721,1.085008693,22.6646,23.20725,22.00802,22.52359,21.13845,0.3576541,0.2494199,0.1253026,0.2882107,0.3137771
1237678617430458800,7717,301,1,522,432,3,28.78518887,1.084757339,22.99938,22.71076,23.62388,22.22795,22.49167,0.3710564,0.1281833,0.3627643,0.1692286,0.5427702
1237678617430458520,7717,301,1,522,152,3,28.77115639,1.057560939,21.25621,20.01185,19.01205,18.51508,18.21076,0.1497981,0.02407998,0.01498817,0.01458776,0.03646965
1237678617430458521,7717,301,1,522,153,3,28.77215586,1.055251094,22.41614,20.77196,19.88314,19.53668,19.33279,0.3318385,0.03695568,0.02477467,0.02710412,0.07812971
